Year;Civil_status;Age;Number
2002;Unmarried;22;29202
2002;Unmarried;23;29483
2002;Unmarried;24;28235
2002;Unmarried;25;27816
2002;Unmarried;26;28729
2002;Unmarried;27;25759
2002;Unmarried;28;23002
2002;Unmarried;29;21514
2002;Unmarried;30;18700
2002;Unmarried;31;15878
2002;Unmarried;32;14086
2002;Unmarried;33;13270
2002;Unmarried;34;13532
2002;Unmarried;35;13252
2002;Married;18;207
2002;Married;19;596
2002;Married;20;1111
2002;Married;21;1827
2002;Married;22;2381
2002;Married;23;3456
2002;Married;24;4515
2002;Married;25;6239
2002;Married;26;8743
2002;Married;27;10848
2002;Married;28;13309
2002;Married;29;16348
2002;Married;30;18038
2002;Married;31;19243
2002;Married;32;20299
2002;Married;33;21921
2002;Married;34;24265
2002;Married;35;26738
2003;Unmarried;18;27109
2003;Unmarried;19;26352
2003;Unmarried;20;26766
2003;Unmarried;21;26987
2003;Unmarried;22;28503
2003;Unmarried;23;28686
2003;Unmarried;24;28534
2003;Unmarried;25;26878
2003;Unmarried;26;26092
2003;Unmarried;27;26526
2003;Unmarried;28;23581
2003;Unmarried;29;20851
2003;Unmarried;30;19034
2003;Unmarried;31;17106
2003;Unmarried;32;14581
2003;Unmarried;33;12998
2003;Unmarried;34;12318
2003;Unmarried;35;12636
2003;Married;18;164
2003;Married;19;506
2003;Married;20;987
2003;Married;21;1582
2003;Married;22;2406
2003;Married;23;3082
2003;Married;24;4485
2003;Married;25;5907
2003;Married;26;7943
2003;Married;27;10777
2003;Married;28;12974
2003;Married;29;15262
2003;Married;30;18634
2003;Married;31;19351
2003;Married;32;20268
2003;Married;33;21124
2003;Married;34;22505
2003;Married;35;24841
2004;Unmarried;18;28293
2004;Unmarried;19;26925
2004;Unmarried;20;26372
2004;Unmarried;21;26976
2004;Unmarried;22;26940
2004;Unmarried;23;28089
2004;Unmarried;24;27864
2004;Unmarried;25;27239
2004;Unmarried;26;25345
2004;Unmarried;27;24230
2004;Unmarried;28;24440
2004;Unmarried;29;21437
2004;Unmarried;30;18488
2004;Unmarried;31;17293
2004;Unmarried;32;15685
2004;Unmarried;33;13402
2004;Unmarried;34;12077
2004;Unmarried;35;11512
2004;Married;18;86
2004;Married;19;326
2004;Married;20;692
2004;Married;21;1279
2004;Married;22;1936
2004;Married;23;2951
2004;Married;24;3890
2004;Married;25;5652
2004;Married;26;7375
2004;Married;27;9625
2004;Married;28;12705
2004;Married;29;14842
2004;Married;30;17376
2004;Married;31;19992
2004;Married;32;20390
2004;Married;33;21095
2004;Married;34;21732
2004;Married;35;22976
2005;Unmarried;18;28845
2005;Unmarried;19;28023
2005;Unmarried;20;26966
2005;Unmarried;21;26760
2005;Unmarried;22;27000
2005;Unmarried;23;26570
2005;Unmarried;24;27249
2005;Unmarried;25;26509
2005;Unmarried;26;25581
2005;Unmarried;27;23471
2005;Unmarried;28;22090
2005;Unmarried;29;21985
2005;Unmarried;30;18954
2005;Unmarried;31;16715
2005;Unmarried;32;15735
2005;Unmarried;33;14364
2005;Unmarried;34;12347
2005;Unmarried;35;11119
2005;Married;18;76
2005;Married;19;223
2005;Married;20;498
2005;Married;21;959
2005;Married;22;1629
2005;Married;23;2476
2005;Married;24;3777
2005;Married;25;5155
2005;Married;26;7215
2005;Married;27;9093
2005;Married;28;11540
2005;Married;29;14879
2005;Married;30;17048
2005;Married;31;18787
2005;Married;32;21210
2005;Married;33;21338
2005;Married;34;21831
2005;Married;35;22376
2006;Unmarried;18;29108
2006;Unmarried;19;28652
2006;Unmarried;20;28227
2006;Unmarried;21;27384
2006;Unmarried;22;26832
2006;Unmarried;23;26749
2006;Unmarried;24;25887
2006;Unmarried;25;26081
2006;Unmarried;26;25186
2006;Unmarried;27;23873
2006;Unmarried;28;21452
2006;Unmarried;29;19885
2006;Unmarried;30;19536
2006;Unmarried;31;17164
2006;Unmarried;32;15310
2006;Unmarried;33;14460
2006;Unmarried;34;13279
2006;Unmarried;35;11482
2006;Married;18;52
2006;Married;19;206
2006;Married;20;394
2006;Married;21;770
2006;Married;22;1393
2006;Married;23;2164
2006;Married;24;3309
2006;Married;25;5034
2006;Married;26;6596
2006;Married;27;8959
2006;Married;28;11023
2006;Married;29;13585
2006;Married;30;17079
2006;Married;31;18529
2006;Married;32;19885
2006;Married;33;22124
2006;Married;34;22122
2006;Married;35;22382
2007;Unmarried;18;30464
2007;Unmarried;19;29037
2007;Unmarried;20;28992
2007;Unmarried;21;28681
2007;Unmarried;22;27479
2007;Unmarried;23;26685
2007;Unmarried;24;26077
2007;Unmarried;25;24893
2007;Unmarried;26;24611
2007;Unmarried;27;23476
2007;Unmarried;28;21884
2007;Unmarried;29;19372
2007;Unmarried;30;17654
2007;Unmarried;31;17731
2007;Unmarried;32;15685
2007;Unmarried;33;14061
2007;Unmarried;34;13348
2007;Unmarried;35;12332
2007;Married;18;62
2007;Married;19;173
2007;Married;20;411
2007;Married;21;679
2007;Married;22;1221
2007;Married;23;1919
2007;Married;24;3091
2007;Married;25;4534
2007;Married;26;6591
2007;Married;27;8342
2007;Married;28;10828
2007;Married;29;12990
2007;Married;30;15689
2007;Married;31;18603
2007;Married;32;19788
2007;Married;33;20930
2007;Married;34;22981
2007;Married;35;22867
2008;Unmarried;18;31790
2008;Unmarried;19;30592
2008;Unmarried;20;29623
2008;Unmarried;21;29591
2008;Unmarried;22;28949
2008;Unmarried;23;27425
2008;Unmarried;24;26139
2008;Unmarried;25;25191
2008;Unmarried;26;23701
2008;Unmarried;27;23007
2008;Unmarried;28;21549
2008;Unmarried;29;19849
2008;Unmarried;30;17289
2008;Unmarried;31;15994
2008;Unmarried;32;16138
2008;Unmarried;33;14320
2008;Unmarried;34;13005
2008;Unmarried;35;12391
2008;Married;18;59
2008;Married;19;212
2008;Married;20;393
2008;Married;21;739
2008;Married;22;1158
2008;Married;23;1893
2008;Married;24;2932
2008;Married;25;4458
2008;Married;26;6045
2008;Married;27;8511
2008;Married;28;10454
2008;Married;29;12960
2008;Married;30;15151
2008;Married;31;17292
2008;Married;32;20146
2008;Married;33;21028
2008;Married;34;21846
2008;Married;35;23665
2009;Unmarried;18;32871
2009;Unmarried;19;32085
2009;Unmarried;20;31151
2009;Unmarried;21;30138
2009;Unmarried;22;29815
2009;Unmarried;23;28872
2009;Unmarried;24;26938
2009;Unmarried;25;25295
2009;Unmarried;26;23948
2009;Unmarried;27;22146
2009;Unmarried;28;21232
2009;Unmarried;29;19620
2009;Unmarried;30;17665
2009;Unmarried;31;15642
2009;Unmarried;32;14499
2009;Unmarried;33;14796
2009;Unmarried;34;13125
2009;Unmarried;35;12054
2009;Married;18;67
2009;Married;19;197
2009;Married;20;439
2009;Married;21;771
2009;Married;22;1265
2009;Married;23;1922
2009;Married;24;3019
2009;Married;25;4298
2009;Married;26;6111
2009;Married;27;7908
2009;Married;28;10548
2009;Married;29;12485
2009;Married;30;15224
2009;Married;31;16743
2009;Married;32;18707
2009;Married;33;21399
2009;Married;34;22144
2009;Married;35;22655
2010;Unmarried;18;33172
2010;Unmarried;19;33128
2010;Unmarried;20;32492
2010;Unmarried;21;31760
2010;Unmarried;22;30191
2010;Unmarried;23;29549
2010;Unmarried;24;28048
2010;Unmarried;25;25823
2010;Unmarried;26;23930
2010;Unmarried;27;22282
2010;Unmarried;28;20539
2010;Unmarried;29;19376
2010;Unmarried;30;17534
2010;Unmarried;31;16057
2010;Unmarried;32;14275
2010;Unmarried;33;13397
2010;Unmarried;34;13760
2010;Unmarried;35;12218
2010;Married;18;63
2010;Married;19;219
2010;Married;20;449
2010;Married;21;819
2010;Married;22;1333
2010;Married;23;2015
2010;Married;24;3014
2010;Married;25;4314
2010;Married;26;5816
2010;Married;27;7813
2010;Married;28;9588
2010;Married;29;12419
2010;Married;30;14580
2010;Married;31;16631
2010;Married;32;17963
2010;Married;33;19662
2010;Married;34;22243
2010;Married;35;22720
2011;Unmarried;18;34645
2011;Unmarried;19;33547
2011;Unmarried;20;33611
2011;Unmarried;21;32964
2011;Unmarried;22;31771
2011;Unmarried;23;30029
2011;Unmarried;24;29012
2011;Unmarried;25;26996
2011;Unmarried;26;24520
2011;Unmarried;27;22536
2011;Unmarried;28;20682
2011;Unmarried;29;18892
2011;Unmarried;30;17489
2011;Unmarried;31;16000
2011;Unmarried;32;14705
2011;Unmarried;33;13224
2011;Unmarried;34;12458
2011;Unmarried;35;12903
2011;Married;18;45
2011;Married;19;166
2011;Married;20;409
2011;Married;21;809
2011;Married;22;1331
2011;Married;23;2046
2011;Married;24;3039
2011;Married;25;4403
2011;Married;26;5835
2011;Married;27;7456
2011;Married;28;9484
2011;Married;29;11285
2011;Married;30;14197
2011;Married;31;15969
2011;Married;32;17767
2011;Married;33;18882
2011;Married;34;20403
2011;Married;35;22826
2012;Unmarried;18;34467
2012;Unmarried;19;35071
2012;Unmarried;20;34386
2012;Unmarried;21;34463
2012;Unmarried;22;33233
2012;Unmarried;23;31674
2012;Unmarried;24;29350
2012;Unmarried;25;27960
2012;Unmarried;26;25845
2012;Unmarried;27;23198
2012;Unmarried;28;20971
2012;Unmarried;29;19120
2012;Unmarried;30;17183
2012;Unmarried;31;16166
2012;Unmarried;32;14838
2012;Unmarried;33;13649
2012;Unmarried;34;12416
2012;Unmarried;35;11800
2012;Married;18;44
2012;Married;19;134
2012;Married;20;336
2012;Married;21;713
2012;Married;22;1204
2012;Married;23;1922
2012;Married;24;2939
2012;Married;25;4173
2012;Married;26;5663
2012;Married;27;7200
2012;Married;28;8949
2012;Married;29;10909
2012;Married;30;12731
2012;Married;31;15327
2012;Married;32;16874
2012;Married;33;18514
2012;Married;34;19459
2012;Married;35;20763
2013;Unmarried;18;35873
2013;Unmarried;19;34903
2013;Unmarried;20;35699
2013;Unmarried;21;34799
2013;Unmarried;22;34530
2013;Unmarried;23;33251
2013;Unmarried;24;31251
2013;Unmarried;25;28564
2013;Unmarried;26;26865
2013;Unmarried;27;24517
2013;Unmarried;28;21712
2013;Unmarried;29;19407
2013;Unmarried;30;17429
2013;Unmarried;31;15822
2013;Unmarried;32;15037
2013;Unmarried;33;13852
2013;Unmarried;34;12881
2013;Unmarried;35;11691
2013;Married;18;45
2013;Married;19;140
2013;Married;20;313
2013;Married;21;624
2013;Married;22;1104
2013;Married;23;1795
2013;Married;24;2810
2013;Married;25;4094
2013;Married;26;5423
2013;Married;27;7064
2013;Married;28;8662
2013;Married;29;10376
2013;Married;30;12401
2013;Married;31;13844
2013;Married;32;16198
2013;Married;33;17589
2013;Married;34;19011
2013;Married;35;19851
2014;Unmarried;18;35532
2014;Unmarried;19;36379
2014;Unmarried;20;35505
2014;Unmarried;21;36331
2014;Unmarried;22;34843
2014;Unmarried;23;34555
2014;Unmarried;24;32727
2014;Unmarried;25;30310
2014;Unmarried;26;27468
2014;Unmarried;27;25517
2014;Unmarried;28;23040
2014;Unmarried;29;20145
2014;Unmarried;30;17819
2014;Unmarried;31;16239
2014;Unmarried;32;14759
2014;Unmarried;33;14153
2014;Unmarried;34;13062
2014;Unmarried;35;12221
2014;Married;18;38
2014;Married;19;135
2014;Married;20;319
2014;Married;21;597
2014;Married;22;1017
2014;Married;23;1670
2014;Married;24;2661
2014;Married;25;4025
2014;Married;26;5397
2014;Married;27;6855
2014;Married;28;8574
2014;Married;29;10112
2014;Married;30;11822
2014;Married;31;13403
2014;Married;32;14692
2014;Married;33;16804
2014;Married;34;18132
2014;Married;35;19341
2015;Unmarried;18;34496
2015;Unmarried;19;36004
2015;Unmarried;20;36899
2015;Unmarried;21;35998
2015;Unmarried;22;36351
2015;Unmarried;23;34821
2015;Unmarried;24;34085
2015;Unmarried;25;31695
2015;Unmarried;26;29075
2015;Unmarried;27;25981
2015;Unmarried;28;23879
2015;Unmarried;29;21476
2015;Unmarried;30;18511
2015;Unmarried;31;16525
2015;Unmarried;32;15148
2015;Unmarried;33;13900
2015;Unmarried;34;13338
2015;Unmarried;35;12405
2015;Married;18;44
2015;Married;19;151
2015;Married;20;315
2015;Married;21;599
2015;Married;22;1013
2015;Married;23;1655
2015;Married;24;2605
2015;Married;25;3968
2015;Married;26;5392
2015;Married;27;6963
2015;Married;28;8384
2015;Married;29;10100
2015;Married;30;11552
2015;Married;31;12941
2015;Married;32;14247
2015;Married;33;15411
2015;Married;34;17317
2015;Married;35;18449
2016;Unmarried;18;34523
2016;Unmarried;19;35073
2016;Unmarried;20;37044
2016;Unmarried;21;37745
2016;Unmarried;22;36297
2016;Unmarried;23;36491
2016;Unmarried;24;34561
2016;Unmarried;25;33260
2016;Unmarried;26;30619
2016;Unmarried;27;27775
2016;Unmarried;28;24414
2016;Unmarried;29;22344
2016;Unmarried;30;19818
2016;Unmarried;31;17284
2016;Unmarried;32;15469
2016;Unmarried;33;14322
2016;Unmarried;34;13141
2016;Unmarried;35;12679
2016;Married;18;63
2016;Married;19;159
2016;Married;20;360
2016;Married;21;650
2016;Married;22;1085
2016;Married;23;1735
2016;Married;24;2720
2016;Married;25;4011
2016;Married;26;5508
2016;Married;27;7007
2016;Married;28;8773
2016;Married;29;10101
2016;Married;30;11903
2016;Married;31;12894
2016;Married;32;13980
2016;Married;33;15075
2016;Married;34;16147
2016;Married;35;17922
2017;Unmarried;18;33997
2017;Unmarried;19;35072
2017;Unmarried;20;35934
2017;Unmarried;21;37534
2017;Unmarried;22;37969
2017;Unmarried;23;36369
2017;Unmarried;24;36058
2017;Unmarried;25;33682
2017;Unmarried;26;31878
2017;Unmarried;27;29118
2017;Unmarried;28;26138
2017;Unmarried;29;22711
2017;Unmarried;30;20556
2017;Unmarried;31;18404
2017;Unmarried;32;16204
2017;Unmarried;33;14535
2017;Unmarried;34;13512
2017;Unmarried;35;12402
2017;Married;18;48
2017;Married;19;182
2017;Married;20;385
2017;Married;21;715
2017;Married;22;1159
2017;Married;23;1834
2017;Married;24;2776
2017;Married;25;4081
2017;Married;26;5635
2017;Married;27;7255
2017;Married;28;8869
2017;Married;29;10469
2017;Married;30;11936
2017;Married;31;13301
2017;Married;32;13889
2017;Married;33;14855
2017;Married;34;15800
2017;Married;35;16743
2018;Unmarried;18;34075
2018;Unmarried;19;34471
2018;Unmarried;20;36033
2018;Unmarried;21;36642
2018;Unmarried;22;37727
2018;Unmarried;23;38048
2018;Unmarried;24;36029
2018;Unmarried;25;34976
2018;Unmarried;26;32370
2018;Unmarried;27;30348
2018;Unmarried;28;27394
2018;Unmarried;29;24234
2018;Unmarried;30;20798
2018;Unmarried;31;18995
2018;Unmarried;32;17102
2018;Unmarried;33;15171
2018;Unmarried;34;13681
2018;Unmarried;35;12793
2018;Married;18;39
2018;Married;19;120
2018;Married;20;355
2018;Married;21;628
2018;Married;22;1155
2018;Married;23;1755
2018;Married;24;2795
2018;Married;25;4194
2018;Married;26;5581
2018;Married;27;7344
2018;Married;28;8997
2018;Married;29;10814
2018;Married;30;12335
2018;Married;31;13357
2018;Married;32;14592
2018;Married;33;14819
2018;Married;34;15597
2018;Married;35;16463
2019;Unmarried;18;34461
2019;Unmarried;19;34494
2019;Unmarried;20;35170
2019;Unmarried;21;36402
2019;Unmarried;22;36738
2019;Unmarried;23;37624
2019;Unmarried;24;37559
2019;Unmarried;25;34965
2019;Unmarried;26;33454
2019;Unmarried;27;30654
2019;Unmarried;28;28482
2019;Unmarried;29;25508
2019;Unmarried;30;22075
2019;Unmarried;31;19198
2019;Unmarried;32;17651
2019;Unmarried;33;16020
2019;Unmarried;34;14168
2019;Unmarried;35;12839
2019;Married;18;32
2019;Married;19;117
2019;Married;20;288
2019;Married;21;600
2019;Married;22;1027
2019;Married;23;1759
2019;Married;24;2717
2019;Married;25;4037
2019;Married;26;5772
2019;Married;27;7337
2019;Married;28;9243
2019;Married;29;10868
2019;Married;30;12850
2019;Married;31;13781
2019;Married;32;14627
2019;Married;33;15524
2019;Married;34;15672
2019;Married;35;16227
2020;Unmarried;18;33595
2020;Unmarried;19;34878
2020;Unmarried;20;35066
2020;Unmarried;21;35560
2020;Unmarried;22;36399
2020;Unmarried;23;36597
2020;Unmarried;24;37097
2020;Unmarried;25;36413
2020;Unmarried;26;33485
2020;Unmarried;27;31566
2020;Unmarried;28;28688
2020;Unmarried;29;26386
2020;Unmarried;30;23404
2020;Unmarried;31;20364
2020;Unmarried;32;17765
2020;Unmarried;33;16398
2020;Unmarried;34;15009
2020;Unmarried;35;13316
2020;Married;18;19
2020;Married;19;102
2020;Married;20;223
2020;Married;21;505
2020;Married;22;958
2020;Married;23;1535
2020;Married;24;2588
2020;Married;25;3842
2020;Married;26;5328
2020;Married;27;7516
2020;Married;28;9183
2020;Married;29;11185
2020;Married;30;12866
2020;Married;31;14291
2020;Married;32;15008
2020;Married;33;15709
2020;Married;34;16400
2020;Married;35;16417
2021;Unmarried;18;32882
2021;Unmarried;19;33947
2021;Unmarried;20;35335
2021;Unmarried;21;35237
2021;Unmarried;22;35554
2021;Unmarried;23;36397
2021;Unmarried;24;36067
2021;Unmarried;25;35981
2021;Unmarried;26;34924
2021;Unmarried;27;31753
2021;Unmarried;28;29648
2021;Unmarried;29;26736
2021;Unmarried;30;24323
2021;Unmarried;31;21799
2021;Unmarried;32;18993
2021;Unmarried;33;16697
2021;Unmarried;34;15542
2021;Unmarried;35;14225
2021;Married;18;14
2021;Married;19;68
2021;Married;20;194
2021;Married;21;422
2021;Married;22;768
2021;Married;23;1397
2021;Married;24;2234
2021;Married;25;3579
2021;Married;26;5089
2021;Married;27;6774
2021;Married;28;9149
2021;Married;29;10778
2021;Married;30;12872
2021;Married;31;14119
2021;Married;32;15317
2021;Married;33;15809
2021;Married;34;16371
2021;Married;35;16945
2022;Unmarried;18;33544
2022;Unmarried;19;33555
2022;Unmarried;20;34706
2022;Unmarried;21;36142
2022;Unmarried;22;35842
2022;Unmarried;23;36013
2022;Unmarried;24;36180
2022;Unmarried;25;35423
2022;Unmarried;26;34825
2022;Unmarried;27;33502
2022;Unmarried;28;30178
2022;Unmarried;29;27965
2022;Unmarried;30;24897
2022;Unmarried;31;22811
2022;Unmarried;32;20544
2022;Unmarried;33;18020
2022;Unmarried;34;15871
2022;Unmarried;35;14838
2022;Married;18;15
2022;Married;19;61
2022;Married;20;196
2022;Married;21;425
2022;Married;22;726
2022;Married;23;1222
2022;Married;24;2094
2022;Married;25;3134
2022;Married;26;4785
2022;Married;27;6645
2022;Married;28;8395
2022;Married;29;10828
2022;Married;30;12475
2022;Married;31;14224
2022;Married;32;15287
2022;Married;33;16198
2022;Married;34;16552
2022;Married;35;17055
2023;Unmarried;18;34014
2023;Unmarried;19;34173
2023;Unmarried;20;34443
2023;Unmarried;21;35650
2023;Unmarried;22;36857
2023;Unmarried;23;36352
2023;Unmarried;24;36130
2023;Unmarried;25;35831
2023;Unmarried;26;34576
2023;Unmarried;27;33547
2023;Unmarried;28;31882
2023;Unmarried;29;28458
2023;Unmarried;30;26207
2023;Unmarried;31;23503
2023;Unmarried;32;21592
2023;Unmarried;33;19553
2023;Unmarried;34;17192
2023;Unmarried;35;15187
2023;Married;18;14
2023;Married;19;66
2023;Married;20;189
2023;Married;21;426
2023;Married;22;800
2023;Married;23;1267
2023;Married;24;1961
2023;Married;25;3192
2023;Married;26;4536
2023;Married;27;6609
2023;Married;28;8719
2023;Married;29;10586
2023;Married;30;13025
2023;Married;31;14328
2023;Married;32;15863
2023;Married;33;16780
2023;Married;34;17451
2023;Married;35;17649
2024;Unmarried;18;34236
2024;Unmarried;19;34421
2024;Unmarried;20;34923
2024;Unmarried;21;35149
2024;Unmarried;22;35975
2024;Unmarried;23;37211
2024;Unmarried;24;36243
2024;Unmarried;25;35415
2024;Unmarried;26;34883
2024;Unmarried;27;33229
2024;Unmarried;28;31800
2024;Unmarried;29;30119
2024;Unmarried;30;26449
2024;Unmarried;31;24540
2024;Unmarried;32;22023
2024;Unmarried;33;20318
2024;Unmarried;34;18434
2024;Unmarried;35;16259
2024;Married;18;16
2024;Married;19;73
2024;Married;20;225
2024;Married;21;587
2024;Married;22;866
2024;Married;23;1342
2024;Married;24;1971
2024;Married;25;2971
2024;Married;26;4439
2024;Married;27;6087
2024;Married;28;8559
2024;Married;29;10595
2024;Married;30;12569
2024;Married;31;14722
2024;Married;32;15826
2024;Married;33;17053
2024;Married;34;17798
2024;Married;35;18288
2025;Unmarried;18;34643
2025;Unmarried;19;34685
2025;Unmarried;20;35186
2025;Unmarried;21;35560
2025;Unmarried;22;35526
2025;Unmarried;23;36312
2025;Unmarried;24;37217
2025;Unmarried;25;35718
2025;Unmarried;26;34483
2025;Unmarried;27;33457
2025;Unmarried;28;31594
2025;Unmarried;29;29849
2025;Unmarried;30;28027
2025;Unmarried;31;24780
2025;Unmarried;32;22874
2025;Unmarried;33;20674
2025;Unmarried;34;19152
2025;Unmarried;35;17387
2025;Married;18;14
2025;Married;19;91
2025;Married;20;287
2025;Married;21;694
2025;Married;22;1109
2025;Married;23;1512
2025;Married;24;2132
2025;Married;25;3029
2025;Married;26;4326
2025;Married;27;6008
2025;Married;28;7959
2025;Married;29;10613
2025;Married;30;12838
2025;Married;31;14333
2025;Married;32;16407
2025;Married;33;17179
2025;Married;34;18211
2025;Married;35;18837
